competitor_id,name,country,country_code,abbreviation
sr:competitor:154806,"Laskutova, Ksenia",Russia,RUS,LAS
sr:competitor:285629,"Hindova, Denisa",Czechia,CZE,HIN
sr:competitor:138654,"Duerst, Jenny",Switzerland,CHE,DUE
sr:competitor:153860,"Trevisan, Martina",Italy,ITA,TRE
sr:competitor:70970,"Bhatia, Riya",India,IND,BHA
sr:competitor:209716,"Mansouri, Yasmine",France,FRA,MAN
sr:competitor:194690,"Mateas, Maria",USA,USA,MAT
sr:competitor:61922,"Drazic, Mariana",Croatia,HRV,DRA
sr:competitor:63238,"Morderger, Yana",Germany,DEU,MOR
sr:competitor:49963,"Omae, Akiko",Japan,JPN,OMA
sr:competitor:337811,"Ortenzi, Jazmin",Argentina,ARG,ORT
sr:competitor:217036,"Malygina, Elena",Estonia,EST,MAL
sr:competitor:223862,"Laboutkova, Aneta",Czechia,CZE,LAB
sr:competitor:213140,"Lene, Emma",France,FRA,LEN
sr:competitor:282057,"Guo, Meiqi",China,CHN,GUO
sr:competitor:345134,"Lee, Ya-Hsin",Chinese Taipei,TPE,LEE
sr:competitor:137962,"Day, Kayla",USA,USA,DAY
sr:competitor:132988,"MA, Yexin",China,CHN,YEX
sr:competitor:936009,"van Emst, Sarah",Netherlands,NLD,VAN
sr:competitor:25822,"Shapatava, Sofia",Georgia,GEO,SHA
sr:competitor:153744,"Pereira, Rebeca",Brazil,BRA,PER
sr:competitor:513582,"Chaudhari, Vaidehi",India,IND,CHA
sr:competitor:55401,"Jabeur, Ons",Tunisia,TUN,JAB
sr:competitor:731427,"Micic, Elena",Australia,AUS,MIC
sr:competitor:467037,"Kudermetova, Polina",Neutral,,KUD
sr:competitor:896765,"Ishii, Sayaka",Japan,JPN,ISH
sr:competitor:280989,"Kawamura, Mana",Japan,JPN,KAW
sr:competitor:289093,"Belgraver, Julie",France,FRA,BEL
sr:competitor:213144,"Lemaitre, Tiphanie",France,FRA,LEM
sr:competitor:849533,"Lin, Fang An",Chinese Taipei,TPE,LIN
sr:competitor:190870,"Collins, Ali",Great Britain,GBR,COL
sr:competitor:105063,"Gavrila, Oana",Romania,ROU,GAV
sr:competitor:1020177,"Huang, Yujia",China,CHN,HUA
sr:competitor:47876,"Shinikova, Isabella",Bulgaria,BGR,SHI
sr:competitor:254553,"Nagy, Adrienn",Hungary,HUN,NAG
sr:competitor:534045,"Gibson, Talia",Australia,AUS,GIB
sr:competitor:329009,"Ryser, Valentina",Switzerland,CHE,RYS
sr:competitor:588449,"Laskevich, Evialina",Neutral,,LAS
sr:competitor:341112,"Zakharova, Anastasia",Neutral,,ZAK
sr:competitor:403329,"Toth, Amarissa Kiara",Hungary,HUN,TOT
sr:competitor:234398,"Nahimana, Sada",Burundi,BDI,NAH
sr:competitor:813490,"Hobgarski, Katharina",Germany,DEU,HOB
sr:competitor:586739,"Ambrosio, Silvia",Italy,ITA,AMB
sr:competitor:315663,"Barry, Monique",New Zealand,NZL,BAR
sr:competitor:906635,"Shubladze, Alexandra",Neutral,,SHU
sr:competitor:565020,"Maklakova, Ekaterina",Neutral,,MAK
sr:competitor:810694,"Okuwaki, Rinon",Japan,JPN,OKU
sr:competitor:132370,"Kasatkina, Daria",Neutral,,KAS
sr:competitor:624838,"Shi, Han",China,CHN,SHI
sr:competitor:745799,"Urgesi, Federica",Italy,ITA,URG
sr:competitor:496378,"Yamazaki, Ikumi",Japan,JPN,YAM
sr:competitor:54983,"Morderger, Tayisiya",Germany,DEU,MOR
sr:competitor:99775,"Saigo, Yukina",Japan,JPN,SAI
sr:competitor:287769,"Kessler, McCartney",USA,USA,KES
sr:competitor:280635,"Schmidt, Antonia",Germany,DEU,SCH
sr:competitor:59662,"Sanchez, Ana Sofia",Mexico,MEX,SAN
sr:competitor:182056,"Robbe, Alice",France,FRA,ROB
sr:competitor:499484,"Montgomery, Robin",USA,USA,MON
sr:competitor:42864,"Lizarazo, Yuliana",Colombia,COL,LIZ
sr:competitor:843378,"Perez Alarcon, Lucciana",Peru,PER,PER
sr:competitor:406199,"Jacquemot, Elsa",France,FRA,JAC
sr:competitor:750329,"Candiotto, Ana",Brazil,BRA,CAN
sr:competitor:42459,"Rogers, Shelby",USA,USA,ROG
sr:competitor:164852,"Okalova, Martina",Slovakia,SVK,OKA
sr:competitor:750327,"Iatcenko, Polina",Neutral,,IAT
sr:competitor:158636,"Prisacariu, Andreea",Romania,ROU,PRI
sr:competitor:245295,"Waltert, Simona",Switzerland,CHE,WAL
sr:competitor:283483,"Kozaki, Funa",Japan,JPN,KOZ
sr:competitor:41355,"Bogdan, Ana",Romania,ROU,BOG
sr:competitor:60276,"Podoroska, Nadia",Argentina,ARG,POD
sr:competitor:20158,"Webley-Smith, Emily",Great Britain,GBR,WEB
sr:competitor:152762,"Kuczer, Daria",Poland,POL,KUC
sr:competitor:960043,"Zolotareva, Rada",Neutral,,ZOL
sr:competitor:435794,"Zolotareva, Anastasia",Neutral,,ZOL
sr:competitor:348196,"Amariei, Ilinca Dalina",Romania,ROU,AMA
sr:competitor:812476,"Zaytseva, Ksenia",Neutral,,ZAY
sr:competitor:206957,"Nagata, Anri",Japan,JPN,NAG
sr:competitor:728549,"Valentova, Tereza",Czechia,CZE,VAL
sr:competitor:741607,"Simunyu, Celine",Ireland,IRL,SIM
sr:competitor:66516,"Ayukawa, Mana",Japan,JPN,AYU
sr:competitor:48455,"Golubic, Viktorija",Switzerland,CHE,GOL
sr:competitor:202623,"Zavatska, Katarina",Ukraine,UKR,ZAV
sr:competitor:1020859,"Pawlikowska,  Zuzanna",Poland,POL,PAW
sr:competitor:299258,"Bartone, Kamilla",Latvia,LVA,BAR
sr:competitor:196664,"Shalimova, Ekaterina",Neutral,,SHA
sr:competitor:72634,"Ozeki, Michika",Japan,JPN,OZE
sr:competitor:341238,"Boehner, Laura",Germany,DEU,BOE
sr:competitor:18588,"Safarova, Lucie",Czechia,CZE,SAF
sr:competitor:264117,"Bolton, Elysia",Australia,AUS,BOL
sr:competitor:720625,"Radivojevic, Lola",Serbia,SRB,RAD
sr:competitor:330689,"Kovapitukted, Punnin",Thailand,THA,KOV
sr:competitor:45915,"Yang, Zhaoxuan",China,CHN,YAN
sr:competitor:47948,"Rosolska, Alicja",Poland,POL,ROS
sr:competitor:43196,"Dzalamidze, Natela",Georgia,GEO,DZA
sr:competitor:41374,"Tomova, Viktoriya",Bulgaria,BGR,TOM
sr:competitor:78785,"Rodriguez, Victoria",Mexico,MEX,ROD
sr:competitor:782216,"Drugdova, Salma",Slovakia,SVK,DRU
sr:competitor:19876,"Wickmayer, Yanina",Belgium,BEL,WIC
sr:competitor:80723,"Herazo Gonzalez, Maria Fernanda",Colombia,COL,HER
sr:competitor:153748,"Jones, Makenna",USA,USA,JON
sr:competitor:98523,"Ye, Qiu Yu",China,CHN,QIU
sr:competitor:389048,"Weckerle, Marie",Luxembourg,LUX,WEC
sr:competitor:171354,"Romero, Camila",Ecuador,ECU,ROM
sr:competitor:201105,"Yuan, Chengyiyi",China,CHN,YUA
sr:competitor:52388,"Hesse, Amandine",France,FRA,HES
sr:competitor:64606,"Cabaj Awad, Jacqueline",Sweden,SWE,CAB
sr:competitor:655811,"Avdeeva, Julia",Neutral,,AVD
sr:competitor:827440,"Fedorova, Aglaya",Neutral,,FED
sr:competitor:436690,"Tkacheva, Mariia",Neutral,,TKA
sr:competitor:282219,"Sakatsume, Himeno",Japan,JPN,SAK
sr:competitor:677411,"Barrera Aguirre, Isabella",USA,USA,BAR
sr:competitor:134532,"You, Xiaodi",China,CHN,YOU
sr:competitor:873729,"Bojica, Stefania",Romania,ROU,BOJ
sr:competitor:34486,"Tomljanovic, Ajla",Australia,AUS,TOM
sr:competitor:315623,"Wang, Jiaqi",China,CHN,WAN
sr:competitor:49358,"Pattinama Kerkhove, Lesley",Netherlands,NLD,PAK
sr:competitor:98105,"Matoula, Martha",Greece,GRC,MAT
sr:competitor:58423,"Stevanovic, Natalija",Serbia,SRB,STE
sr:competitor:78431,"Lodikova, Daria",Neutral,,LOD
sr:competitor:119664,"Smith, Alicia",Australia,AUS,SMI
sr:competitor:842594,"Li, Zongyu",China,CHN,ZON
sr:competitor:569009,"Ccuno, Romina",Peru,PER,CCU
sr:competitor:221510,"Chiesa, Enola",Italy,ITA,CHI
sr:competitor:766176,"Di Girolami, Tilwith",Belgium,BEL,DI
sr:competitor:90814,"Teichmann, Jil",Switzerland,CHE,TEI
sr:competitor:185412,"Labrana, Fernanda",Chile,CHL,LAB
sr:competitor:840734,"Walker, Brandy",USA,USA,WAL
sr:competitor:133080,"Hinojosa Gomez, Jessica",Mexico,MEX,HIN
sr:competitor:153736,"Glushko, Lina",Israel,ISR,GLU
sr:competitor:511932,"Kovaleva, Anastasia",Neutral,,KOV
sr:competitor:535801,"Schunk, Nastasja",Germany,DEU,SCH
sr:competitor:831262,"Yamalapalli, Sahaja",India,IND,YAM
sr:competitor:103375,"Serban, Raluca Georgiana",Cyprus,CYP,SER
sr:competitor:371556,"Jeong, Boyoung",Republic of Korea,KOR,JEO
sr:competitor:262023,"Wang, Meiling",China,CHN,WAN
sr:competitor:54171,"Benoit, Marie",Belgium,BEL,BEN
sr:competitor:517296,"Falei, Aliona",Neutral,,FAL
sr:competitor:246945,"Da Silva Fick, Gabriella",Australia,AUS,DA
sr:competitor:171026,"Tsygourova, Katerina",Switzerland,CHE,TSY
sr:competitor:1027517,"Ebeling Koning, Loes",Netherlands,NLD,EBE
sr:competitor:838900,"Bowers, Ashton",USA,USA,BOW
sr:competitor:341196,"Back, Dayeon",Republic of Korea,KOR,BAC
sr:competitor:19704,"Martic, Petra",Croatia,HRV,MAR
sr:competitor:71730,"Kulikov, Angela",USA,USA,KUL
sr:competitor:380368,"Sebestova, Ivana",Czechia,CZE,SEB
sr:competitor:124804,"Masarova, Rebeka",Spain,ESP,MAS
sr:competitor:88290,"Bejenaru, Karola Patricia",Romania,ROU,BEJ
sr:competitor:522848,"Rocchetti, Sofia",Italy,ITA,ROC
sr:competitor:230108,"McGiffin, Tenika",Australia,AUS,MCG
sr:competitor:522258,"Ricci, Beatrice",Italy,ITA,RIC
sr:competitor:880229,"Cayetano, Eryn",USA,USA,CAY
sr:competitor:583869,"Pavlou, Dimitra",Greece,GRC,PAV
sr:competitor:130624,"Gasanova, Anastasia",Neutral,,GAS
sr:competitor:111149,"Samir, Sandra",Egypt,EGY,SAM
sr:competitor:158690,"Vasilescu, Arina Gabriela",Romania,ROU,VAS
sr:competitor:476218,"Kawaguchi, Natsumi",Japan,JPN,KAW
sr:competitor:779706,"Hovde, Liv",USA,USA,HOV
sr:competitor:739667,"Pedone, Giorgia",Italy,ITA,PED
sr:competitor:342788,"Curmi, Francesca",Malta,MLT,CUR
sr:competitor:291008,"Aikawa, Mayuka",Japan,JPN,AIK
sr:competitor:265743,"Burdina, Evgeniya",Neutral,,BUR
sr:competitor:46661,"Gamiz, Andrea",Venezuela,VEN,GAM
sr:competitor:380396,"Kalieva, Elvina",USA,USA,KAL
sr:competitor:915371,"van Den Broek, Isis Louise",Netherlands,NLD,VAN
sr:competitor:784280,"Prozorova, Tatiana",Neutral,,PRO
sr:competitor:751899,"Brace, Cadence",Canada,CAN,BRA
sr:competitor:96981,"Xun, Fang Ying",China,CHN,XUN
sr:competitor:46651,"Melnikova, Marina",Neutral,,MEL
sr:competitor:675193,"Costoulas, Sofia",Belgium,BEL,COS
sr:competitor:827398,"Stankovic, Anja",Serbia,SRB,STA
sr:competitor:686597,"Pavlova, Kira",Neutral,,PAV
sr:competitor:833330,"Grechkina, Anastasia",Neutral,,GRE
sr:competitor:447759,"Katsumi, Nanari",Japan,JPN,KAT
sr:competitor:39425,"Savinykh, Valeria",Neutral,,SAV
sr:competitor:69964,"Estable, Julieta",Argentina,ARG,EST
sr:competitor:604388,"Tararudee, Lanlana",Thailand,THA,TAR
sr:competitor:18350,"Voracova, Renata",Czechia,CZE,VOR
sr:competitor:107327,"In-Albon, Ylena",Switzerland,CHE,IN-
sr:competitor:759784,"El Aouni, Aya",Morocco,MAR,EL
